Name,Description,ID,Image,Link,Img,Map,
The Omo National Park,"Omo National Park is where one can be accustomed to a variety of mammal species with an enormous number in a glance in plain areas of the park. The Omo River is that life emanates over also tranquil the real nature. Unspoiled nature, an unspoiled culture where the authentic colors of nature twinkle. The park arguably holds one of the best wildlife concentrations in the country. . Some of the common wild animals that are found within the park are Common Eland, Buffalo, Elephant, Cheetah, Lion, Giraffe, Topi/ Tiang, African Wild Dog, and Hippopotamus. The bird species include Eastern Gray plantain eater, Yellow Bill, Brown Parrot, Dark Chant Goshawk, Sppoted ticknee, Verraux’s Eagle Owl, Starling Spices. 

What to See

One of the least developed areas of the country, a trip to Omo National Park is like a journey back in time. A visit provides the chance to see undisturbed ancient cultures as well as to see diverse wildlife and habitats. The park is crossed by a number of rivers and there are several hot springs. Omo park is an ideal place to witness an immense bundle of wildlife and birdlife. Omo park is probably one of the standout national parks in Ethiopia to see the majority of the big five. 

Getting There 

The Omo national park is found 867 km from the capital Addis Ababa in Southern Nations, Nationalities, and People’s regional states Ethiopia. Its found between South Omo and Benchi Maji Zone. The South Omo zonal administration seat Jinka is the gateway to the Omo Valley and Omo national park. Jinka is found 710  km from Addis Ababa. If you opt for flight Ethiopian airlines have a daily flight to Jinka. From Jinka you can drive to the Omo National park in a private rented car. 

Getting Around 

The scout at the Omo National park will take you around the park. Make sure you take a tour operator company with you. 

 ",42,https://www.visitethiopia.et/uploads/0000/57/2025/01/03/omo-unsmushed.jpg,https://www.visitethiopia.et/space/the-omo-national-park,"https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1451717803-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1452076151-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1451717354-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1401372670-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1390666290-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1338274489-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1298697022-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1298710698-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1136739366-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-906854944-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1158288518-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1296660156-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1296663846-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1298678986-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1298697016-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1336033065-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-906854800-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-464889645-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-179675290-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-148896839-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-163673829-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-148856586-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-148749678-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-148638637-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1565725889-612x612.jpg,https://www.visitethiopia.et/uploads/0000/57/2025/01/03/omo-unsmushed.jpg",null,
Al Nejash,"The town of Negash or sometimes referred to as Al Nejash is Africa’s first Muslim settlement. During the prophet Mohammed period when the Quraysh Arab Merchant chases the prophet and his family, the prophet advised his daughter Rukiya and her husband Uthman along with their 12 companions make their journey to Ethiopia. The then king of Ethiopia sheltered them and provided them with a permanent residence. Later on, the prophet’s daughter along with her companions died and was buried in the cemetery of the historical Al Nejash mosque.

What to See 

The beautifully reconstructed mosque of Alnejash is one of the attractions to be watched within the mosque yard. Inside the mosque check out the tombs of Rukiya, her husban and her 12 companions.

Getting There 

Daily flight is available from Addis Ababa to Mekelle. Nejash is found 50 km from Mekelle. Consult one of the the tour operators based in Addis Ababa or Mekelle to arrange your trip to Nejash. Nejash can also be accessed from Aksum. 

 ",43,https://www.visitethiopia.et/uploads/0000/57/2025/01/03/negash.jpg,https://www.visitethiopia.et/space/al-nejash,"https://www.visitethiopia.et/uploads/0000/28/2025/07/08/images-6.jpeg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/images-2.jpeg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/download.jpeg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/images.jpeg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/images-4.jpeg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/images-3.jpeg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/images-1.jpeg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/images-5.jpeg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/images-7.jpeg,https://www.visitethiopia.et/uploads/0000/57/2025/01/03/negash.jpg",null,
The Blue Nile Falls & Gorge,"The 18th-century Scottish traveler James Bruce described the Blue Nile Falls as ‘a magnificent sight, that ages, added to the greatest length of human life, would not efface or eradicate from my memory. Particularly in the rainy season, the waterfall known locally as Tis Isat (Water that Smokes) is a sensational sight, kicking up a thunderous wall of spray as it crashes over a 45-meter high cliff before being channeled into a frothing gorge. From the village of Tis Abay, a splendid series of full-frontal viewpoints can be reached along a 1.5km footpath across the 17th century Alata Bridge. Birders should check the riverine forest here for endemics and near-endemics such as blue-breasted bee-eater, white-cheeked turaco, black-winged lovebird, and Yellow-fronted parrot.

What to See 

The road to the Blue Nile Falls is picturesque. Enjoy the staggering landscape along the route to the fall. Different bird species of soar over the fall. One of the oldest bridges in Ethiopia also found at the nose of the waterfall.

Getting There  

The Blue Nile fall is accessed from the city of Bahir Dar which found 484 km from the capital Addis Ababa. Daily Ethiopian Airlines flights connect Addis Ababa and Bahirdar. The Bule Nile Falls is found 30 km away from Bahir Dar which can be accessed with a drive on a tarmac road. 

Getting Around

As the place is blessed with staggering scenic views, hike around near the waterfall. The landscape, the sound of the blistering waterfall, and the droplets of the plunging fall will make your experience unforgettable.

Accommodation 

Most travelers spend the night in the city of Bahir Dar which keeps dozens of high-class and budget hotels. If camping is your choice, local tour operators in Bahirdar can arrange camping near the waterfall. 

 

Blue Nile Gorge  ,This natural wonder is one of the most scenic sites in North Shewa, around 200km from Addis Ababa. The gorge offers breathtaking views. It is a popular destination for nature lovers and hikers.  ",44,https://www.visitethiopia.et/uploads/0000/28/2025/01/10/edited-the-blue-nile-falls.jpg,https://www.visitethiopia.et/space/the-blue-nile-falls,"https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-542685105-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-521028166-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-155352114-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-516753121-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-148925469-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-148568888-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-110472294-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1264393543-640x640.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-579523311-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-543136468-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1128682931-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1128680829-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1021237062-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-1050739784-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/01/10/edited-the-blue-nile-falls.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/01/10/blue-nile-gorge.png",null,
Aksum,"Yeha Temple: Yeha Temple dates back to the 5th century BC. It is a significant pre-Christian site near Aksum. The Temple of the Moon features towering stone walls. It is one of Ethiopia's most important archaeological sites. The temple offers a fascinating insight into the Kingdom of D'mt, which predates the Axumite Empire.  , ",45,https://www.visitethiopia.et/uploads/0000/57/2025/01/03/axum-original-image.jpg,https://www.visitethiopia.et/space/aksum-1,"https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-148722173-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/site-0015-0058-360-360-20250109115725.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/site-0015-0001-750-750-20151104173335.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-953937610-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-128118567-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/site-0015-0056-360-360-20151202120434.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/gettyimages-148515743-612x612.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/site-0015-0066-360-360-20250109115749.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/site-0015-0062-360-360-20250109115728.jpg,https://www.visitethiopia.et/uploads/0000/57/2025/01/03/axum-original-image.jpg,https://www.visitethiopia.et/uploads/0000/57/2025/01/03/axum.jpg",null,
The National Palace,"The National Palace of Ethiopia, formerly known as the Jubilee Palace, is a historic and iconic landmark located in the heart of Addis Ababa. Built in 1955 to commemorate Emperor Haile Selassie's Silver Jubilee, the palace has served as a symbol of Ethiopian sovereignty and governance. Over the years, it has been the residence and office of Ethiopian heads of state. The palace is renovated and reopened as a palace museum for visitors to have a glimpse into Ethiopia’s recent royal history. , , ",46,https://www.visitethiopia.et/uploads/0000/57/2025/01/01/a.jpg,https://www.visitethiopia.et/space/the-national-palace,"https://www.visitethiopia.et/uploads/0000/28/2025/07/08/491842625-1174400864697901-8936352485770426976-n.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/490853973-1174400781364576-1006750398735521482-n.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/07/08/491826272-1174400628031258-1407085405291755068-n.jpg",null,
The Lion of Judah Statue,"Designed by the French sculptor Georges Gardet in 1930, the statue of the lion of Judah was erected on November 2, 1930, on the occasion of the coronation of Emperor Hailé Selassie l. The sculpture of the Lion of Judah, in gilded bronze, is placed on a black granite pedestal decorated with relief portraits of Menelik II, Haile Selassie I, Zewditu, and Ras Makonnen Wolde Mikael. But soon after its erection it was looted by Italians in 1935 and placed in Rome next to the massive Vittorio Emanuele II Monument. ,In 1938, during anniversary celebrations of the proclamation of the Italian Empire, Zerai Deress, a young Ethiopian, spotted the statue and defiantly interrupted proceedings to kneel and pray before it. After police verbally and physically attempted to stop his prayers, he rose and attacked the armed Italians with his sword while screaming ‘the Lion of Judah is avenged!’ He seriously injured several officers (some reports say he killed five) before he was shot. Although he died seven years later in an Italian prison, his legend lives on in Ethiopia and Eritrea. The Lion of Judah Monument was eventually returned to Addis Ababa in the 1960s and erected in its former place of the square of the Addis Ababa railway station.",47,https://www.visitethiopia.et/uploads/0000/57/2025/01/02/lionofjudah2.jpg,https://www.visitethiopia.et/space/the-lion-of-judah-statue,https://www.visitethiopia.et/uploads/0000/57/2025/01/02/tewodros-ll-square.jpg,null,
The National Museum of Ethiopia,"The national museum of Ethiopia is probably one of the standout museums in sub-Saharan African in terms of its numerous and priceless collections. Housed the famous 3.2 million year skeleton lucy, the museum keeps important paleontological, historical, and cultural artifacts. The museum is subdivided into four main sections. The underground or the basement section is reserved for the paleontological discoveries of mankind and some amazing extinct creatures. The ground floor focuses on the pre-Aksumite, Aksumite, Solomonic, and Gonderian periods. It displays an elaborate pre-1st-century-AD bronze oil lamp, a fascinating 4th-century-BC rock-hewn chair emblazoned with mythical ibexes, and ancient Sabaean inscriptions and lavish royal paraphernalia. The 1st floor vividly displays Ethiopian art ranging from early (possibly 14th-century) parchment to 20th-century canvas oil paintings by leading modern artists. Afewerk Tekle’s massive African Heritage is one of the more notable pieces. The painting which depicts the meeting of King Solomon and the Queen of Sheba also found here. The 2nd floor contains a collection of secular arts and crafts, including traditional weapons, jewelry, utensils, clothing, and musical instruments.",48,https://www.visitethiopia.et/uploads/0000/57/2025/01/02/the-national-museum-of-ethiopia.jpg,https://www.visitethiopia.et/space/victory-monument-miyaziya-27-square,https://www.visitethiopia.et/uploads/0000/57/2025/01/02/ethnography-museum.jpg,null,
Yekatit 12 Square,"The statue is erected to commemorate the victims of fascist Italian reprisals following an attempt to kill the Italian Viceroy Rodolfo Graziani 19 February 1937, or Yekatit 12 in the Ethiopian calendar by three Ethiopians Abrha deboch, Moges asgedom, and Simon Adeferes. Every year, the people of Addis Ababa celebrate this day. The monument represents a white obelisk where the scenes of massacre and the funerals of the victims are depicted. This monument is also called the Monument of Martyrs or Sidist Kilo (“Six Kilometers”).",49,https://www.visitethiopia.et/uploads/0000/57/2025/01/02/sidistkilo11.jpg,https://www.visitethiopia.et/space/yekatit-square,https://www.visitethiopia.et/uploads/0000/57/2025/01/02/teglachen.jpg,null,
Tewodros Square,"Tewodros Square is dedicated to the first Modern Emperor of Ethiopia, Tewodros ll, and his canon that was manufactured during his reign. After experiencing an utter defeat with technologically superior Egyptians, Tewdros understand the vitality of modern armament towards a strong and unified Ethiopia. He established a technology industry village in a place called Gafat and forced the imprisoned British citizens to manufacture a canon and the prisoners produced the much-anticipated cannon called Sebastopol. Despite the exalted value of the emperor to the cannon, it ends up useless. But the technological advancement quest of the emperor still lingers in the minds of many Ethiopians. The cannon which are found in the middle of the square is the bronze replica of the original cannon.",50,https://www.visitethiopia.et/uploads/0000/57/2025/01/02/tewodros-ll-square.jpg,https://www.visitethiopia.et/space/tewodros-square,https://www.visitethiopia.et/uploads/0000/57/2025/01/09/anwar-mosque.jpg,null,
Ethnography Museum,"See the imperial bedroom and a variety of tribal heritage at Ethnological Museum, a former imperial palace of Haile Sellassie detailing the tradition of Ethiopian nations. More than 80 language groups are represented in an impressive collection of artifacts, well laid-out and detailed in period settings. Tour the collection, considered one of the best in Africa, and deepen your understanding of the country’s layered history. Eastern Orthodox saints painted on wood, elaborate censers, illuminated medieval books, cowry shell jewelry, woodwork statues and carved stones, folk instruments, and exquisite neck rests to show the full complexity of the traditional life and culture of Ethiopia.",51,https://www.visitethiopia.et/uploads/0000/57/2025/01/02/ethnography-museum.jpg,https://www.visitethiopia.et/space/karl-square,https://www.visitethiopia.et/uploads/0000/57/2025/01/09/the-holy-trinity-cathedral.jpg,null,
Tiglachin Monument,"Located on the main Churchill Avenue, the Tiglachin (which literally means ‘Our Struggle’) monument is a memorial to Ethiopian and Cuban soldiers involved in the Ogaden War. Commissioned under Colonel Mengistu Haile Mariam during his ruling tenure and inaugurated by September 12/ 1984, the monument composed of various elements: a central statue, a 50 m tall pillar, two wall reliefs on the sides, and two squares where the portraits of Cuban soldiers are visible. The statue depicts symbols that represent Marxism, socialist Ethiopia, a symbol that condemns imperialist Ethiopia, and portraits of Cuban soldiers in the Ethiopian-Somalia conflict who give support to the Ethiopian regime during the war. ",52,https://www.visitethiopia.et/uploads/0000/57/2025/01/02/teglachen.jpg,https://www.visitethiopia.et/space/tiglachin-monument,https://www.visitethiopia.et/uploads/0000/57/2025/01/09/washa-mikael-church.jpg,null,
Arada Gyorgis,"Arada Gyorgis (St. George) church is one of the oldest churches in Addis Ababa and a landmark at the heart of the city. It served as the coronation site when Emperor Haileselassie was crowned King of Kings of Ethiopia in 1930. Built by Italian prisoners in 1896, this octagonal cathedral features a replica of the ark of the covenant which was carried to the battlefield during the Battle of Adwa. The interior of church is also decorated with colorful paintings and artworks. A small museum within the church compound exhibits different artefacts including crowns, crosses, scrolls and coronation robes.",53,https://www.visitethiopia.et/uploads/0000/57/2025/01/01/st-george.jpg,https://www.visitethiopia.et/space/arada-gyorgis,"https://www.visitethiopia.et/uploads/0000/1/2024/07/15/as0147-awash-falls.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/shutterstock-1010806141-scaled.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/site-0010-0005-360-360-20170227185000.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/site-0010-0004-360-360-20170227185004.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/site-0010-0003-360-360-20170227185003.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/e449cbf8cf619e9dc6f0d1512e89d592.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/site-0010-0002-360-360-20170227185002.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/r3.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/site-0010-0001-360-360-20090930114131.jpg",null,
Entoto Maryam Church,"Founded in 1877, Entoto Maryam (St. Mary) church is one of the oldest churches in Addis Ababa located within the vicinity of Mount Entoto. The church is built in an octagonal in shape with its exterior decorated with painted glass panels and wooden cross carving patterns. The entire wall of this octagonal church is built with chiseled stone bricks, and its interior part is divided into three chambers and decorated with paintings. The museum right next to the church showcases some of the personal belongings of Emperor Menelik II and Empress Taitu. Some of the historical items on display include traditional clothes, crowns, jewels and a royal bed. A mirror presented by Queen Victoria to Empress Taitu displayed in the museum. Within the vicinity of the church, you will also visit the old palace of Emperor Menilik II and the first eucalyptus tree brought to Ethiopia from Australia. ",54,https://www.visitethiopia.et/uploads/0000/57/2025/01/01/entoto-mariam.jpg,https://www.visitethiopia.et/space/entoto-maryam-church,"https://www.visitethiopia.et/uploads/0000/57/2025/01/08/mv-ll-230610-000521.jpg,https://www.visitethiopia.et/uploads/0000/57/2025/01/08/mv-ll-230610-000131.jpg,https://www.visitethiopia.et/uploads/0000/57/2025/01/08/mv-ll-230610-000201.jpg,https://www.visitethiopia.et/uploads/0000/57/2025/01/08/mv-ll-230610-000071.jpg",null,
Grand Anwar Mosque,"Located near Mercato, the largest open-air market in Africa, the Grand Anwar Mosque is the oldest and most significant mosque in Addis Ababa. The construction of the mosque is believed to have been completed by the year 1922. The Grand Anwar Mosque features a pleasant architecture with white and green colors. Scores of Muslims visit the mosque during prayer hours, especially during Friday prayers. Islamic artifacts and books are available in nearby shops and stalls for visitors to buy.",55,https://www.visitethiopia.et/uploads/0000/57/2025/01/09/anwar-mosque.jpg,https://www.visitethiopia.et/space/grand-anwar-mosque,"https://www.visitethiopia.et/uploads/0000/1/2024/07/15/29129630065-3d7838cf80-b.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/28510656033-121e19af63-b.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/28507379574-c8f509b9ed-b.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/oip-2.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/29096504676-4be92b2203-b.jpg",null,
Holy Trinity Cathedral,"Holy Trinity cathedral is one of the top religious attractions in Addis Ababa, well known for its superb architecture and historical significance. Built in the 1930s and 1940s near the Ethiopian Parliament, the cathedral features unique architectural decoration with numerous statues of saints and angels. The cathedral’s interior is decorated with icons depicted by the late renowned Ethiopian artist, Afewerk Tekle. Holy Trinity Cathedral is also significant as a burial place for leaders, royal family members and public figures. The bodies of Emperor Haile Selassie and Empress Menen as well as many other dignitaries and patriots are laid to rest in this religious site. The museum within the compound of the cathedral features historical and spiritual artefacts including manuscripts, icons, paintings, silver embroidered robes, umbrellas, crosses, ceremonial items and books that date from the 15th century AD. ",56,https://www.visitethiopia.et/uploads/0000/57/2025/01/09/the-holy-trinity-cathedral.jpg,https://www.visitethiopia.et/space/holy-trinity-cathedral,"https://www.visitethiopia.et/uploads/0000/1/2024/07/15/mw-simien-mountains-national-park-ethiopia.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/semien-mountains-national-park-ethiopia-africa-photo.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/trekking-the-simien-mountains-26.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/shutterstock-385220110.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/dsc-1563.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/r2.jpg",null,
Washa Mikael Church,"As you visit Ethiopia, the phrase “rock-hewn church” likely evokes images of the churches in Lalibela or Gerhalta. But there is a lesser-known church in Addis Ababa which carved out of a rock: Washa Mikael church. Located in Yeka district, Washa Mikael is an underrated church chiseled out of a huge rock more than 1600 years ago. If you happen to set foot in Addis Ababa as a business or leisure traveler, Washa Mikael is a must-see church to get a glimpse of the rock-hewn churches in northern Ethiopia.",57,https://www.visitethiopia.et/uploads/0000/57/2025/01/09/washa-mikael-church.jpg,https://www.visitethiopia.et/space/washa-mikael-church,"https://www.visitethiopia.et/uploads/0000/28/2025/05/09/harar1.png,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/hari9.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/hari7.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/hari10.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/hari5.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/hari.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/hari2.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/hari1.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/harar31.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/hari6.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/hari8.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/harar13.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/harar12.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/harar9.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/harar10.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/harar8.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/harar3.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/harar5.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/harar7.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/harar6.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/hararrrr.jpg",null,
Lower Valley of the Awash,"Hadar is one of the iconic places of Ethiopia with paleontological discoveries. The Hadarpaleontological discoveries include partial skeletons of Australopithecus afarensis, a key species in human evolution. Major paleontological work began at Hadar in the early 1970s and was led by the American anthropologist Donald Johanson. His team discovered a 40-percent-complete female skeleton of Australopithecus afarensis that became popularly known as Lucy. Dated to 3.2 million years ago, the remains provided further evidence that, in human evolution, walking on two legs (bipedalism) preceded increased brain size. The pelvis and leg bones indicate upright posture, but the skull bones reveal a limited cranial capacity similar to that of modern chimpanzees. The Australopithecus afarensis-bearing levels at Hadar range from 3.4 to 2.9 million years old and include more than 200 fossils from a single site (Afar Locality 333), representing at least nine adults and four juveniles deposited at the same time. The site has also yielded the earliest known remains of the human genus, Homo, which dates to 2.3 million years ago, along with some of the earliest known evidence of tool use.

What to See 

People come here to witness where the amazing fossil of Lucy and other important hominid skeletons discovered. Apart from its invaluable potential for paleontological discoveries, the geographical feature of the area is appealing and eye-catching. The Awash river bed in the vicinity of the Hadar paleontological site keeps important biodiversity.

Getting There 

Hadar can be accessed both by flight and surface drive. Ethiopian Airlines has a scheduled flight to the regional capital Samara. From Samara you can drive southward towards Kombolcha. En route there is a small town called Eli wuha which is the turning junction to the paleontological site of Hadar. Visitors also can reach Hadar both from Addis Ababa and the Danakil depression. If you are coming from Addis Ababa, Addis Ababa- kombolcha route (370 km ) is the better option.

Getting Around

Local guides and community leaders will take you around on the paleontological sites and the Awash river bed. walking is the only way to get around in Hadar.

Accommodation 

If you need to spend a night in Hadar you need to bring camping materials, camp organizers, and your own food. But if you decide to spend a night in Samara or Kombolcha there are standard lodging facilities to stay in.

 

Attractions
 UNESCO World Heritage Sites",58,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/shutterstock-1010806141-scaled.jpg,https://www.visitethiopia.et/space/lower-valley-of-the-awash,"https://www.visitethiopia.et/uploads/0000/1/2024/05/29/photo-9-2024-05-29-09-52-01.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/05/29/photo-4-2024-05-29-09-52-01.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/05/29/photo-10-2024-05-29-09-52-01.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/05/29/photo-3-2024-05-29-09-52-01.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/05/29/photo-8-2024-05-29-09-52-01.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/05/29/photo-7-2024-05-29-09-52-01.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/05/29/photo-1-2024-05-29-09-52-01.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/05/29/photo-6-2024-05-29-09-52-01.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/05/29/photo-2-2024-05-29-09-52-01.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/05/29/photo-5-2024-05-29-09-52-01.jpg",null,
Konso: Cultural Landscape,"A UNESCO World Heritage Site since 2011, the Konso Cultural Landscape is named after its agriculturist inhabitants, who have molded their 230km2 homeland of semi-arid hills into productive agricultural land. A striking feature of Konso is the ancient hilltop , (terrace and walled villages) – strange hobbit-warrens towered over by generation poles felled from a sacred forest, and studded with curvaceous thatched community houses. The Konso are also renowned for their waka grave-markers, anthropomorphic hardwood statues carved to mimic the deceased, and for their communally constructed reservoirs., ",59,https://www.visitethiopia.et/uploads/0000/57/2025/01/08/mv-ll-230610-000131.jpg,https://www.visitethiopia.et/space/konso-cultural-landscape,"https://www.visitethiopia.et/uploads/0000/1/2024/07/15/oip.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/oip-1.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/r-1.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/r.jpg,https://www.visitethiopia.et/uploads/0000/1/2024/07/15/r-2.jpg,https://www.visitethiopia.et/uploads/0000/28/2025/05/09/lalibela.jpg",null,
